ReviewerID,Negative,Neutral,Positive,Helpfulness,Burst,Count,Label
A2RAGE340KEF9M,0.0,0.142857142857,0.857142857143,0.5,2.5,7,FAKE
A2ZIF718W4OWSF,0.2,0.2,0.6,1.28947368421,0.666666666667,5,TRUTHFUL
AAAJB9P8GYA2P,0.0,0.0,1.0,4.44117647059,0.25,5,TRUTHFUL
AHSSHK7X6I1ID,0.133333333333,0.333333333333,0.533333333333,1.0,0.363636363636,15,TRUTHFUL
A38JQBT9PJ8UBP,0.0,0.0,1.0,1.0,0.25,5,TRUTHFUL
A8URDZ9QAF6AC,0.2,0.0,0.8,0,0.0,5,TRUTHFUL
A1HKMRQLX88IGI,0.0,0.2,0.8,1.0,1.5,5,TRUTHFUL
A2ZBWGQ4ZU2VJE,0.0,0.0,1.0,3.0,0.0,7,TRUTHFUL
A1S05HC5NI82I2,0.0,0.125,0.875,1.0,3.0,8,FAKE
ATZ76T8T44SOH,0.166666666667,0.0,0.833333333333,3.5,2.0,6,TRUTHFUL
A1GB3ED4D8ENX7,0.333333333333,0.0,0.666666666667,2.0,0.2,6,TRUTHFUL
A3EDKO7RYT3Z1N,0.0,0.2,0.8,2.0,0.0,5,TRUTHFUL
A3Q3LO1DHKTWY8,0.142857142857,0.142857142857,0.714285714286,3.0,0.75,7,TRUTHFUL
A3QRGJ2NJB4GUW,0.0,0.0,1.0,1.0,1.5,5,TRUTHFUL
A2IXP7RZB8RWT3,0.142857142857,0.142857142857,0.714285714286,3.66666666667,0.4,7,TRUTHFUL
A1J74R1SB3MFN2,0.6,0.0,0.4,1.0,1.5,5,TRUTHFUL
A2R357TJD0ANQ,0.0,0.0,1.0,0.333333333333,0.2,6,TRUTHFUL
A281DJN4G15865,0.0,0.0,1.0,0,0.75,7,TRUTHFUL
AOV5WQ1C07RJR,0.0,0.2,0.8,1.0,0.0,5,TRUTHFUL
A2KS0G4HO2A3GU,0.0,0.0,1.0,2.0,5.0,6,FAKE
APBY7DOIUDXOD,0.333333333333,0.166666666667,0.5,4.85121714533,0.0,6,TRUTHFUL
AAV4THMM7S3ER,0.2,0.2,0.6,0.5,0.25,5,TRUTHFUL
A123P20MGILV0D,0.0,0.166666666667,0.833333333333,1.0,1.0,6,TRUTHFUL
A3FL8LMYFSGYHM,0.0,0.0,1.0,0,0.666666666667,5,TRUTHFUL
AHYYBXUIXFWCA,0.0,0.0,1.0,0,0.25,5,TRUTHFUL
A221775TNH5KPW,0.0,0.0,1.0,1.0,0.666666666667,5,TRUTHFUL
A318LTU2HGMCJ1,0.0,0.0,1.0,2.5,1.5,10,TRUTHFUL
A109J2YH1U1POP,0.0,0.0909090909091,0.909090909091,1.77777777778,4.5,11,FAKE
AK9A2F9ZKRON,0.142857142857,0.285714285714,0.571428571429,0.666666666667,0.75,7,TRUTHFUL
AJ0W5GUI55P0O,0.7,0.0,0.3,3.0,1.5,10,TRUTHFUL
A22AWU9NUVE0IZ,0.0,0.333333333333,0.666666666667,1.0,0.2,6,TRUTHFUL
A3FQZH8PJB535A,0.0,0.2,0.8,1.0,0.0,5,TRUTHFUL
A1QWMH66PHTJYR,0.0,0.25,0.75,3.16666666667,0.0,8,TRUTHFUL
A1BUJ1532IYANQ,0.571428571429,0.142857142857,0.285714285714,4.33225108225,0.4,7,TRUTHFUL
A0768747259K2OZVNPZ0H,0.166666666667,0.333333333333,0.5,0.5,0.2,6,TRUTHFUL
A3G5Q1VJB9DZJ3,0.4,0.0,0.6,2.51904761905,0.25,5,TRUTHFUL
AFBTCQKFZX8OM,0.0714285714286,0.428571428571,0.5,3.0,3.0,28,TRUTHFUL
A1CF32T92LSDRK,0.0,0.166666666667,0.833333333333,1.0,1.0,6,TRUTHFUL
A1T5OU95MI5WBV,0.0,0.2,0.8,1.0,1.5,5,TRUTHFUL
A25CY0I386755K,0.0,0.125,0.875,0,7.0,16,FAKE
AZRDJPID749X8,0.0,0.0,1.0,1.5,0.2,6,TRUTHFUL
AHJPLEN55N90W,0.0,0.0,1.0,2.5,0.0,6,TRUTHFUL
AWO8CZHT89VO7,0.2,0.4,0.4,2.0,0.666666666667,5,TRUTHFUL
A2XIQMUFCA99WF,0.4,0.0,0.6,0,0.0,5,TRUTHFUL
A3QV14DZT7ZONF,0.0,0.6,0.4,0,1.5,5,FAKE
A3O34GWRDELSXM,0.0,0.0,1.0,0,1.0,6,TRUTHFUL
A1TNSZNP1O4WAU,0.285714285714,0.285714285714,0.428571428571,2.3,0.4,7,TRUTHFUL
A18SOCV6093ZJ2,0.0,0.0,1.0,0.5,0.25,5,TRUTHFUL
A339UFU193HWIW,0.0,0.0,1.0,0,0.25,5,TRUTHFUL
A8QNEMR53M7GX,0.0,0.0,1.0,0,2.0,6,TRUTHFUL
A2QLXH6ZXABYQJ,0.142857142857,0.142857142857,0.714285714286,2.0,0.75,7,TRUTHFUL
A2JGWDPGYD5X0N,0.166666666667,0.0,0.833333333333,1.66666666667,2.0,6,TRUTHFUL
A2YWWDHISIRQF2,0.0,0.4,0.6,0,0.25,5,TRUTHFUL
A1B5KX3RB3PA9H,0.0,0.0,1.0,2.0,0.666666666667,5,TRUTHFUL
A30297D0E87D4Q,0.0,0.0,1.0,0.882352941176,0.0,6,TRUTHFUL
A3VEB3Z0YV2JV9,0.0,0.0,1.0,2.0,0.25,5,TRUTHFUL
A1AJNSUJYMP4NF,0.0,0.0,1.0,0,0.2,6,TRUTHFUL
A3B01VGZQRGIFJ,0.0,0.0,1.0,2.66666666667,0.25,5,TRUTHFUL
ATL4XPJFR1R4V,0.571428571429,0.285714285714,0.142857142857,2.5,0.0,7,TRUTHFUL
A1GP3VXORQCEVB,0.4,0.6,0.0,1.83333333333,0.25,5,FAKE
A2KJ33RKVGFTS9,0.0,0.0,1.0,1.0,1.5,5,TRUTHFUL
A1K7WQYKD63S5A,0.0,0.0,1.0,0,0.666666666667,5,TRUTHFUL
A3BCXSNZVVESBS,0.4,0.0,0.6,1.0,4.0,5,FAKE
A1NVEPX8UNLFRN,0.0,0.125,0.875,1.3,3.0,8,FAKE
A1YYXM9YCVAIYI,0.0,0.0,1.0,0,0.666666666667,5,TRUTHFUL
ANX8ZIGZS5TMB,0.2,0.0,0.8,1.0,0.25,5,TRUTHFUL
A21WDSFK5QOURU,0.2,0.0,0.8,2.25,0.666666666667,5,TRUTHFUL
A9GRT03F0DRB4,0.0,0.1,0.9,0,0.666666666667,10,TRUTHFUL
A22X9CCDZJVRI0,0.111111111111,0.0,0.888888888889,1.5,0.125,9,TRUTHFUL
AQHYPU9OIL1IL,0.0,0.0,1.0,0,0.25,5,TRUTHFUL
A1OBUS9652B03U,0.375,0.0,0.625,0,0.6,8,TRUTHFUL
A2YHF6O2D37PMX,0.333333333333,0.333333333333,0.333333333333,3.33333333333,0.2,6,TRUTHFUL
A2D1FZB1IA9OTD,0.0,0.0,1.0,1.75,0.0,7,TRUTHFUL
AYATRX08P5L2F,0.2,0.0,0.8,2.0,0.0,5,TRUTHFUL
A31RPS2JZ990NE,0.285714285714,0.285714285714,0.428571428571,3.46666666667,0.166666666667,7,TRUTHFUL
A342ZILZJ260ST,0.0,0.0,1.0,1.5,0.125,9,TRUTHFUL
A3CS5I0AHBY3FO,0.0,0.2,0.8,0,1.5,5,TRUTHFUL
AVI7ANV9SXJDO,0.4,0.2,0.4,2.0,0.25,5,TRUTHFUL
AQRW14BTS4M5O,0.2,0.0,0.8,2.92857142857,0.25,5,TRUTHFUL
A2BB6AX0AZ7FRL,0.333333333333,0.0,0.666666666667,0.965517241379,1.25,9,TRUTHFUL
A1DABVD2GBGBEF,0.1,0.2,0.7,4.0,2.33333333333,10,TRUTHFUL
AI4AUESH2VFBD,0.0,0.0,1.0,0.5,0.0,5,TRUTHFUL
A24G2J177JC1OE,0.0,0.0,1.0,1.5,0.0,5,TRUTHFUL
A2DDDDYA7N1NCK,0.0,0.0,1.0,1.0,0.666666666667,5,TRUTHFUL
A03523552G1P2GZGUZLQ9,0.0,0.166666666667,0.833333333333,1.0,0.5,6,TRUTHFUL
A35V32HZEGZH04,0.0,0.0,1.0,8.78879551821,0.0,10,TRUTHFUL
A3STB6K8O2HI8U,0.0,0.0,1.0,1.0,0.0,5,TRUTHFUL
AIODQVA7W10YL,0.0,0.0,1.0,3.16666666667,0.0,6,TRUTHFUL
A1AJEJUTMBDBX,0.4,0.0,0.6,1.75,0.0,5,TRUTHFUL
A2MKA0ND8DSTJO,0.2,0.0,0.8,2.5,0.666666666667,5,TRUTHFUL
A1VXGDZVGNXLX8,0.0,0.0,1.0,2.0,0.75,7,TRUTHFUL
A11IFGO7A81PPX,0.0,0.0,1.0,0,1.33333333333,7,TRUTHFUL
AQTALRXJYC84Y,0.0,0.111111111111,0.888888888889,1.0,0.285714285714,9,TRUTHFUL
A12YSW2P8SOLNX,0.0909090909091,0.0,0.909090909091,2.29078014184,0.222222222222,11,TRUTHFUL
A1QRTRKM3BZEYX,0.0,0.0,1.0,0,1.5,5,TRUTHFUL
A3SI3ZSFQ2PKAX,0.4,0.0,0.6,3.65,0.25,5,TRUTHFUL
A997S588IUCRY,0.0,0.4,0.6,2.0,0.666666666667,5,TRUTHFUL
AYGVT3UCV5IP,0.0,0.0,1.0,6.0,5.5,13,FAKE
A26X9MU3DBG9XL,0.0,0.5,0.5,3.0,0.5,6,TRUTHFUL
A1ZBY7DVFPPNCP,0.0,0.333333333333,0.666666666667,0,2.0,12,TRUTHFUL
A2HSF1ZJGUQ54J,0.125,0.0,0.875,2.0,0.333333333333,8,TRUTHFUL
A3BRAL879WDK48,0.0,0.2,0.8,2.0,0.25,5,TRUTHFUL
AGYCKFRAADW8N,0.0,0.166666666667,0.833333333333,0,2.0,6,TRUTHFUL
A3BEPMZDS17058,0.0,0.333333333333,0.666666666667,0.666666666667,0.0,6,TRUTHFUL
AA5CJ3SEMBUS5,0.0,0.0,1.0,2.0,0.25,5,TRUTHFUL
A10FSVAF61JONE,0.4,0.0,0.6,1.75,0.0,5,TRUTHFUL
A1FSVESUG1O1ZW,0.0,0.0,1.0,1.0,0.0,5,TRUTHFUL
A13Q73QFDEBO1N,0.0,0.0,1.0,1.75,0.0,7,TRUTHFUL
AWHRH2M8RI761,0.0,0.2,0.8,0,1.5,5,TRUTHFUL
A1MWD531YBV3BY,0.0,0.166666666667,0.833333333333,3.0,0.0,6,TRUTHFUL
A12HVLD8WU9DTY,0.0,0.125,0.875,2.5,0.0,8,TRUTHFUL
ASTOTVBCUXLMP,0.0,0.2,0.8,1.5,1.5,5,TRUTHFUL
AFT4I4KKUPEQP,0.0,0.166666666667,0.833333333333,3.81666666667,0.0,6,TRUTHFUL
A2PT8MAH3G2I6Q,0.4,0.2,0.4,1.875,1.5,5,TRUTHFUL
A36AT5FQKOLFGI,0.0,0.0,1.0,0,0.666666666667,5,TRUTHFUL
A344FO8O8Y6JOD,0.0,0.0,1.0,6.0,0.222222222222,11,TRUTHFUL
A3DBN33WWFIL60,0.0,0.2,0.8,1.16666666667,0.0,5,TRUTHFUL
A2XAQLM585YBFG,0.0,0.4,0.6,2.66666666667,0.25,5,TRUTHFUL
AH8UEO1V73H64,0.0,0.4,0.6,1.0,0.25,5,TRUTHFUL
AE6NBNWSIASKL,0.0,0.0,1.0,1.0,0.0,6,TRUTHFUL
A3IK7R0D80B6UR,0.2,0.0,0.8,2.0,4.0,5,FAKE
A14FVD1ZOMC4LW,0.0,0.272727272727,0.727272727273,2.5,0.222222222222,11,TRUTHFUL
A3BNW9BQJ0EWG3,0.25,0.0,0.75,2.0,3.0,8,FAKE
A3QXAEOWI72WA1,0.0,0.0,1.0,2.8,2.5,7,TRUTHFUL
AULVGF0E7OYEC,0.0,0.2,0.8,2.0,0.0,5,TRUTHFUL
A3NZFMDWR934GD,0.0,0.0,1.0,0,4.0,5,FAKE
A2SYASRE2DC4GD,0.0,0.166666666667,0.833333333333,2.0,0.0,6,TRUTHFUL
A181NFEDOTYRGO,0.0,0.166666666667,0.833333333333,0,1.0,6,TRUTHFUL
ADKYANLVMPKSC,0.0,0.2,0.8,1.0,4.0,5,FAKE
A34ED5800VFMT1,0.285714285714,0.0,0.714285714286,0,1.33333333333,7,TRUTHFUL
A3Q4IAA3WIRF2N,0.0,0.0,1.0,0,1.0,6,TRUTHFUL
A2BTQUR2542TB1,0.0,0.0,1.0,1.0,1.5,10,TRUTHFUL
A3AI54HV9S6KBO,0.0,0.0,1.0,0,1.5,5,TRUTHFUL
A2DU61EA8UDRUQ,0.0,0.0,1.0,0,0.666666666667,5,TRUTHFUL
A2FUNN2NPIZXIA,0.0,0.125,0.875,2.0,0.142857142857,8,TRUTHFUL
A33GCBZF9ZDCKN,0.0,0.0,1.0,0.5,2.0,6,TRUTHFUL
A3JG1M6IRZ4VHG,0.0,0.0,1.0,1.0,0.0,5,TRUTHFUL
A39O4D0HHPPDQC,0.0,0.0,1.0,1.5,0.25,5,TRUTHFUL
A3UXP9A02SWZI0,0.0,0.4,0.6,1.0,0.25,5,TRUTHFUL
A2EOS8M05D9YR9,0.0,0.166666666667,0.833333333333,1.0,1.0,6,TRUTHFUL
A2HS92ME00KU8Q,0.0,0.0,1.0,2.25,0.666666666667,5,TRUTHFUL
A4KIVZ7QJKSI7,0.0,0.0,1.0,4.0,0.0,6,TRUTHFUL
A1HRLBJO7HOMW9,0.333333333333,0.0,0.666666666667,2.0,0.2,6,TRUTHFUL
A3J0V1TCPPBPZ9,0.0,0.0,1.0,2.0,1.0,6,TRUTHFUL
A3MSFF4QAVBLRW,0.0,0.25,0.75,1.5,0.142857142857,8,TRUTHFUL
A2JOKF3SMF5FTH,0.0,0.285714285714,0.714285714286,1.0,1.33333333333,7,TRUTHFUL
AKVUBE6NBDYHY,0.2,0.4,0.4,3.33333333333,0.25,5,TRUTHFUL
A1RB6WZ33I0E4I,0.166666666667,0.0,0.833333333333,1.0,0.5,6,TRUTHFUL
AP8Y8JLBDVVDF,0.142857142857,0.142857142857,0.714285714286,3.0,0.166666666667,7,TRUTHFUL
A2E6AHFDJ3JBAZ,0.0,0.6,0.4,1.66666666667,0.25,5,TRUTHFUL
A2FFSR1P3DPL65,0.0,0.0,1.0,3.0,1.0,12,TRUTHFUL
A5SD9CRV6B0MI,0.125,0.0,0.875,1.0,0.0,8,TRUTHFUL
A1E4VLDYQH4Q8U,0.357142857143,0.0714285714286,0.571428571429,4.0,0.0,14,TRUTHFUL
A1K99N1QG3GRHP,0.0,0.0,1.0,0,0.75,7,TRUTHFUL
A2UWIWD56X2Z5O,0.166666666667,0.0,0.833333333333,1.95588235294,0.2,6,TRUTHFUL
A1U7XVJWVKN44Y,0.0,0.0,1.0,2.8,1.5,5,TRUTHFUL
ABT2L9VRC7VI,0.0,0.166666666667,0.833333333333,1.0,0.5,6,TRUTHFUL
A32RNLIXZET6HA,0.0,0.0,1.0,0,0.0,5,TRUTHFUL
A1NDN74MFEAB8Q,0.0,0.0,1.0,2.0,0.166666666667,7,TRUTHFUL
A3P7QUP7WCJ09T,0.0,0.0,1.0,0.5,0.0,7,TRUTHFUL
APF674TK9CT9D,0.0,0.0,1.0,0,0.666666666667,5,TRUTHFUL
A3A6Y5ZGLWCLWU,0.0,0.111111111111,0.888888888889,2.5,1.25,9,TRUTHFUL
A32UT2558TKJW7,0.0,0.4,0.6,3.0,0.25,5,TRUTHFUL
A1ALU3PNZQHEPZ,0.0,0.2,0.8,1.0,1.5,5,TRUTHFUL
AL8K3UN5THEN0,0.0,0.2,0.8,0.5,1.5,5,TRUTHFUL
AM6BNER6421P8,0.0,0.25,0.75,4.0,0.0,8,TRUTHFUL
A6NG3QM9DIKYB,0.142857142857,0.428571428571,0.428571428571,2.0,0.75,7,TRUTHFUL
A2YTB14PYBIGAM,0.0,0.2,0.8,1.0,0.25,5,TRUTHFUL
AZN4K2MQZRTBA,0.0,0.0,1.0,1.0,2.0,6,TRUTHFUL
A1NFHZQKFP63PW,0.0,0.166666666667,0.833333333333,3.66666666667,1.0,6,TRUTHFUL
A18YBSASIAFHN8,0.0,0.0,1.0,1.37777777778,1.5,5,TRUTHFUL
AHE36DLV3H6UE,0.0,0.0,1.0,1.0,0.5,6,TRUTHFUL
A2SS8GC2D2XXAA,0.0,0.0,1.0,1.0,1.5,5,TRUTHFUL
ASAJB3STSZOMJ,0.0,0.0,1.0,1.0,0.5,6,TRUTHFUL
A1ILI67JXIBD0A,0.8,0.0,0.2,0,0.0,5,FAKE
A3LKH7W5VM11CW,0.0,0.0,1.0,1.0,0.714285714286,12,TRUTHFUL
A2SRKF86Q27Z3J,0.2,0.2,0.6,0.666666666667,4.0,5,FAKE
AMACXKD1SBM6V,0.0,0.0,1.0,3.0,0.6,8,TRUTHFUL
A3LHEVCYEYYWW,0.0,0.0,1.0,2.0,0.8,9,TRUTHFUL
A23PYCN8O9IUNH,0.0,0.0,1.0,2.66666666667,0.666666666667,5,TRUTHFUL
A1NBZSX3MW4BL0,0.0,0.0,1.0,2.0,0.2,6,TRUTHFUL
A30PD7VKIVHUYZ,0.0,0.0,1.0,0,0.0,5,TRUTHFUL
A11RQJFM0BSGTQ,0.0,0.0,1.0,1.0,0.25,5,TRUTHFUL
A34LXKFO801EJM,0.0,0.0,1.0,2.0,0.25,5,TRUTHFUL
A2BJE8PXGMW3WS,0.166666666667,0.333333333333,0.5,0,0.5,6,TRUTHFUL
A1KK7WOQ9L6RVM,0.0,0.0769230769231,0.923076923077,0,1.6,13,TRUTHFUL
AA5D2Q1O4ZMG8,0.0,0.0,1.0,2.0,0.5,6,TRUTHFUL
A3BW96QKQ2QC2I,0.285714285714,0.0,0.714285714286,2.34615384615,0.0,7,TRUTHFUL
A3G1SBT9SVVNRA,0.2,0.6,0.2,2.0,0.666666666667,5,TRUTHFUL
A7EJERNB7IK3Z,0.333333333333,0.0,0.666666666667,3.43333333333,0.0,6,TRUTHFUL
A3J4GX5IY716PR,0.0,0.8,0.2,3.0,0.666666666667,5,TRUTHFUL
A39LWNWVOHCOBB,0.142857142857,0.142857142857,0.714285714286,2.0,0.75,7,TRUTHFUL
A2THK4LTZ1EMCJ,0.0,0.0,1.0,1.6,0.5,9,TRUTHFUL
A2EYITSUKABA1S,0.4,0.0,0.6,1.0,0.0,5,TRUTHFUL
A21ZR18W7U027R,0.2,0.4,0.4,4.0,0.0,5,TRUTHFUL
A16O14C6E47QS1,0.142857142857,0.142857142857,0.714285714286,1.0,0.166666666667,7,TRUTHFUL
A3IHLHVLEMIJ85,0.1875,0.0625,0.75,0,0.6,16,TRUTHFUL
A37P4SIL1YA7MO,0.0,0.0,1.0,0,2.0,6,TRUTHFUL
A3VHYM57PPF56H,0.0,0.142857142857,0.857142857143,0,1.33333333333,7,TRUTHFUL
A2ZJA8E8NU0BMM,0.0,0.0,1.0,6.0,1.66666666667,8,TRUTHFUL
A31O1DSV8T8ZBW,0.125,0.0,0.875,2.0,1.0,8,TRUTHFUL
A1RPBD9ISUCGT8,0.0,0.0,1.0,2.0,1.33333333333,7,TRUTHFUL
A2SVA9RUOD26OQ,0.4,0.0,0.6,2.16666666667,1.5,5,TRUTHFUL
A2D6BCPJETI736,0.25,0.0,0.75,1.0,1.66666666667,8,TRUTHFUL
A3M4OL9Q7B9TQ4,0.0,0.2,0.8,0,0.666666666667,5,TRUTHFUL
A2ZYOHHK3PLV5V,0.2,0.0,0.8,0,0.25,5,TRUTHFUL
A11MUM9MHXRHDU,0.222222222222,0.111111111111,0.666666666667,2.0,2.0,9,TRUTHFUL
A3U7R7U3A5LV6,0.0,0.285714285714,0.714285714286,1.75,2.5,7,FAKE
A1380YP0RPTY69,0.0,0.0,1.0,2.5,0.75,7,TRUTHFUL
A1NZIMA3CT1GRW,0.142857142857,0.142857142857,0.714285714286,0,6.0,7,FAKE
A35PW6IZOD4KB3,0.166666666667,0.166666666667,0.666666666667,0,0.5,6,TRUTHFUL
A2UG220UJU5DO,0.0,0.25,0.75,5.87399598394,0.142857142857,8,TRUTHFUL
AFDPEDMUL0J54,0.0,0.2,0.8,3.0,0.0,5,TRUTHFUL
A31IY6XGN4Q9DK,0.0,0.0,1.0,2.0,0.666666666667,10,TRUTHFUL
A1WMJZUO43V2T6,0.0,0.111111111111,0.888888888889,0.666666666667,3.5,9,FAKE
A1R6DKN9YQ2YU1,0.1,0.0,0.9,1.0,0.111111111111,10,TRUTHFUL
A201QRZNUCD6US,0.142857142857,0.142857142857,0.714285714286,0,0.166666666667,7,TRUTHFUL
A2FHWE9HV3OJC3,0.0,0.0,1.0,0,0.666666666667,5,TRUTHFUL
A1481LYWRSWB5V,0.0,0.0,1.0,3.75,0.5,6,TRUTHFUL
A2KQAQR3F2Z4KD,0.0,0.4,0.6,0,1.5,5,TRUTHFUL
A3B6OG1FVT1M6Z,0.333333333333,0.0,0.666666666667,1.0,0.2,6,TRUTHFUL
A23OEEGA8CY9GP,0.0,0.0,1.0,0,0.25,5,TRUTHFUL
A4ANH9BIZPJMR,0.0,0.0,1.0,2.0,0.4,7,TRUTHFUL
A32W6JYF1WOKGJ,0.0,0.0,1.0,2.66666666667,0.0,9,TRUTHFUL
A3PMKHT3YMLAUE,0.285714285714,0.285714285714,0.428571428571,1.875,0.166666666667,7,TRUTHFUL
AYLLSFYS3UP1H,0.0,0.0,1.0,1.08333333333,0.25,5,TRUTHFUL
A38C12950IM24P,0.0,0.0,1.0,1.0,0.2,6,TRUTHFUL
A38UMFNL8ZR60W,0.0,0.0,1.0,2.0,0.0,5,TRUTHFUL
AP14KA8F4ZPIL,0.5,0.125,0.375,1.0,1.66666666667,8,TRUTHFUL
A1JI3HJFTDQ3,0.0,0.0,1.0,2.0,0.166666666667,7,TRUTHFUL
A3KV6D2T57CMTD,0.0,0.0,1.0,0,0.666666666667,5,TRUTHFUL
A1JVAIN63IW3O9,0.2,0.2,0.6,1.0,0.0,5,TRUTHFUL
A3G1M8OEWCJPBO,0.0,0.142857142857,0.857142857143,1.5,0.4,7,TRUTHFUL
A3MNFE8HZDJ3WC,0.0,0.0,1.0,2.0,0.0,6,TRUTHFUL
A19G4SYRELEN,0.166666666667,0.166666666667,0.666666666667,0,1.0,6,TRUTHFUL
AC3P8IKGQ70IH,0.0,0.166666666667,0.833333333333,2.0,1.0,6,TRUTHFUL
A36IC8G87V6DNI,0.0,0.285714285714,0.714285714286,2.3,0.4,7,TRUTHFUL
A14WOMCBLTBS0S,0.2,0.0,0.8,1.3,1.5,5,TRUTHFUL
A2MGGTDT8AMKJ5,0.4,0.2,0.4,0.5,1.5,5,TRUTHFUL
A37VII7HZ2P2P0,0.0,0.0,1.0,1.0,0.5,6,TRUTHFUL
A13TY5P2P593VW,0.2,0.0,0.8,0,0.666666666667,5,TRUTHFUL
A3U6QM5A7D8E3H,0.0,0.125,0.875,2.0,0.333333333333,8,TRUTHFUL
A1VB2MAKBKVZHU,0.0,0.0,1.0,3.0,0.0,6,TRUTHFUL
A3HGJ6LJV4XQL5,0.0,0.0,1.0,2.0,0.4,7,TRUTHFUL
A236RYWNTAABDC,0.0,0.166666666667,0.833333333333,1.0,0.2,6,TRUTHFUL
A2Z57YUS15I1VQ,0.0,0.0,1.0,0,1.5,5,TRUTHFUL
A18PLCBF4Q9BPL,0.0,0.0,1.0,1.0,0.25,5,TRUTHFUL
A3F9HC4FDZ6TG4,0.0,0.0,1.0,4.0,0.333333333333,8,TRUTHFUL
APKHI1AD9AYZW,0.0,0.4,0.6,1.0,0.666666666667,5,TRUTHFUL
A3E78E4OXYE6ZB,0.4,0.0,0.6,1.75,0.666666666667,5,TRUTHFUL
A7VA8V8UG2TGZ,0.285714285714,0.428571428571,0.285714285714,3.0,0.75,7,TRUTHFUL
A2AM0KWHGEOGMB,0.0,0.0,1.0,3.58974358974,0.25,5,TRUTHFUL
A2EJGRN3T5PHSA,0.6,0.0,0.4,2.1,0.0,5,TRUTHFUL
A3SBFK6VX93LKG,0.5,0.333333333333,0.166666666667,1.0,0.5,6,TRUTHFUL
A23OJHY6K5APO4,0.0,0.0,1.0,0,1.0,6,TRUTHFUL
A1W7TX5CIQ1U6I,0.0,0.222222222222,0.777777777778,1.0,0.5,9,TRUTHFUL
A31V8SGU4P2V9P,0.666666666667,0.333333333333,0.0,1.8,0.2,6,FAKE
A38CILBILCG690,0.333333333333,0.0,0.666666666667,2.0,2.0,6,TRUTHFUL
A1PWZVVCN8B3KT,0.0,0.0,1.0,0.5,0.666666666667,5,TRUTHFUL
A93PJD773AO07,0.133333333333,0.0666666666667,0.8,1.5,1.14285714286,15,TRUTHFUL
A2C6CCCE83YTWO,0.0,0.0,1.0,4.83333333333,0.125,9,TRUTHFUL
A1SS36IZR4ZTCT,0.125,0.125,0.75,2.33333333333,0.142857142857,8,TRUTHFUL
A3K7RNP14Y1AO9,0.333333333333,0.0,0.666666666667,1.16666666667,0.2,6,TRUTHFUL
AFIGKT2L7AG2,0.0,0.0,1.0,1.0,0.0,5,TRUTHFUL
