A3RNJ9TMHLMZ0J,0.2,0,0.8,0,0.6666666667,5,TRUTHFUL
A201PD0DMR51CR,0,0,1,1.3333333333,0.2857142857,9,TRUTHFUL
A3LKZ8VKWMGHFB,0.2,0.4,0.4,0.75,0.25,5,TRUTHFUL
A1M6GJJAGVE4Y5,0.6,0,0.4,2,0,5,TRUTHFUL
A1A6GFS4VFDV58,0.1428571429,0.2857142857,0.5714285714,1,0.4,7,TRUTHFUL
A1TMBZGBQKAI8G,0.7777777778,0,0.2222222222,1,0.8,9,TRUTHFUL
A2WXRMYJGNI7E8,0.0769230769,0.0769230769,0.8461538462,1.4,1.6,13,TRUTHFUL
A3MT6MJOGA49VZ,0.1666666667,0.1666666667,0.6666666667,1,2,6,TRUTHFUL
A2FBSNHDOGYASX,0,0.1666666667,0.8333333333,1,2,6,TRUTHFUL
A2B3FCBA5QZSK3,0.2,0.2,0.6,2,0,5,TRUTHFUL
A15QVZRY7QISTW,0,0,1,1,0.25,5,TRUTHFUL
A13J3NA8HK31QN,0.2,0,0.8,0,0,5,TRUTHFUL
A3N9P9F4GOAZ29,0.4,0.4,0.2,1.5,0.6666666667,5,TRUTHFUL
AYYKYOPKBFFQL,0,0,1,0.6666666667,3.5,9,FAKE
A3VFAEC7X7JQAW,0,0.2,0.8,3,0.6666666667,5,TRUTHFUL
ABEDDF2NJAHSA,0.3333333333,0.3333333333,0.3333333333,3.1071428571,0.2,6,TRUTHFUL
A9U4000UEOVF,0.1666666667,0,0.8333333333,1.6014492754,0.5,6,TRUTHFUL
AV6J5OTT4AGWH,0.125,0.375,0.5,0,1,8,TRUTHFUL
A2PT8MAH3G2I6Q,0.1666666667,0.3333333333,0.5,1,0,6,TRUTHFUL
A1QJ6N5LVZ79LN,0.25,0,0.75,1.1666666667,0.1428571429,8,TRUTHFUL
A2UXYK1JXAN35J,0.2,0.2,0.6,0.6666666667,0.6666666667,5,TRUTHFUL
A2TGUWUFVWHD5W,0,0,1,1.4166666667,0,5,TRUTHFUL
A3S7M7GT2LGBLA,0,0.1666666667,0.8333333333,1,1,6,TRUTHFUL
A6MEVCQFJGYDC,0,0.125,0.875,1,0.6,8,TRUTHFUL
A20Y47IT8LR1UY,0.2857142857,0.2857142857,0.4285714286,3.8888888889,0.1666666667,7,TRUTHFUL
A26L4QHFHX9GBG,0,0,1,1.9743589744,0.5,6,TRUTHFUL
A34IP5F13L4CIN,0.3333333333,0.1666666667,0.5,4.3090909091,0,6,TRUTHFUL
A3QBB71XII2MA4,0,0,1,0,2,6,TRUTHFUL
A3UBG84MLU2DZT,0.3333333333,0.1666666667,0.5,0,0.2,6,TRUTHFUL
A1FMBM11JNKNZF,0.1428571429,0.1428571429,0.7142857143,2,0.4,7,TRUTHFUL
ANR52RZ2TSBLP,0,0.1666666667,0.8333333333,2,0.5,6,TRUTHFUL
A2FUNN2NPIZXIA,0.2,0.2,0.6,2,0,5,TRUTHFUL
A30QZ5R9QCT2C9,0.12,0.12,0.76,1,2.125,25,TRUTHFUL
A3UVJNSJCVBG0D,0,0,1,0,1.5,5,TRUTHFUL
A2HYTUOURNH4AW,0.2,0,0.8,3.5466666667,0,5,TRUTHFUL
A30P3JEY6DKZKV,0.3333333333,0.1666666667,0.5,1,2,6,FAKE
A3UXP9A02SWZI0,0,0,1,0,1,6,TRUTHFUL
A3FOOGDVP1B3QZ,0,0.2,0.8,1,0.6666666667,5,TRUTHFUL
A2G7690RRC71WJ,0,0,1,0.5,2.5,7,TRUTHFUL
A3KD3BDSR87NYI,0,0.6,0.4,0,1.5,5,FAKE
A3I0EQUFL7WZ7J,0,0.125,0.875,0.6666666667,1.6666666667,8,TRUTHFUL
A3UM1ALT1EFSEN,0,0,1,2,4,5,FAKE
A1Q9ODEHSG0GB7,0.2,0.4,0.4,0,0.6666666667,5,TRUTHFUL
A1NX3Y9YW5EMKK,0.4,0,0.6,1,1.5,5,TRUTHFUL
AQZL4RGKSC8KH,0,0,1,2.6571428571,0.25,5,TRUTHFUL
A268FKAUZ7RH7D,0,0,1,1,1.6666666667,8,TRUTHFUL
A26HDJ9VE8SMV,0.2,0,0.8,0,1.5,5,TRUTHFUL
A17EMY384CIXET,0,0.1666666667,0.8333333333,1,5,6,FAKE
A1CT1N98MMFUVN,0,0,1,0,0.25,5,TRUTHFUL
A7Q23U29RVAET,0,0,1,0,0,5,TRUTHFUL
A27KTLDSBWXNED,0.4285714286,0,0.5714285714,1.75,0.4,7,TRUTHFUL
A15DGYOO5A811V,0.1666666667,0,0.8333333333,1.8571428571,1,6,TRUTHFUL
A2OZ6PW2W5FQTP,0,0.1428571429,0.8571428571,3.8571428571,0.4,7,TRUTHFUL
A2B3OWTRU3QL8P,0,0.25,0.75,1.5,0.6,8,TRUTHFUL
A2FI41S6F8J26W,0.4285714286,0,0.5714285714,1.6666666667,1.3333333333,7,TRUTHFUL
A1GQ9JJXCUGZ7W,0,0.3333333333,0.6666666667,0,1,6,TRUTHFUL
A312LE5GYERBD7,0.1,0,0.9,0.6666666667,4,10,FAKE
A3NJX3AH9N1SN5,0.8,0.2,0,1,0.25,5,TRUTHFUL
A2UZCXV5TPQ78V,0.1428571429,0,0.8571428571,1,0.75,7,TRUTHFUL
A2K0HK2UUX8RKA,0,0,1,1,6,7,FAKE
A1HHL3WQC1OZ6Z,0,0,1,4.3754097384,0.1666666667,7,TRUTHFUL
A24ZUNU45HDKIM,0,0.1,0.9,1.447761194,4,10,FAKE
A2E1C8G0PYTUYT,0,0,1,1,1,6,TRUTHFUL
A2X6BVYG1S0AVK,0,0,1,0.8,0.6666666667,5,TRUTHFUL
A23PYCN8O9IUNH,0.375,0.125,0.5,0,1.6666666667,8,TRUTHFUL
A2OT5TXOYHP8MX,0,0,1,0.5,0,5,TRUTHFUL
A3V8NWDZ5ND99C,0,0.2,0.8,0,1.5,5,TRUTHFUL
A17NVM7IAPF2NS,0.0909090909,0.0909090909,0.8181818182,5.6666666667,0,11,TRUTHFUL
A8G63XJWVXGXK,0,0,1,2,0.6666666667,5,TRUTHFUL
A35CJ44RCZNA24,0,0,1,0.75,0.25,5,TRUTHFUL
A31KQG2YT4V5S5,0.1666666667,0.1666666667,0.6666666667,1,5,6,FAKE
A371GJBRGJ8FB,0,0,1,0,0.6666666667,5,TRUTHFUL
A3PO545X7ISA1B,0.0909090909,0,0.9090909091,0.3636363636,2.6666666667,11,TRUTHFUL
A3P3XP70BMBX06,0,0,1,0.6666666667,0.6,8,TRUTHFUL
A1E74OKDCHYTNA,0,0,1,5.1666666667,0.4444444444,13,TRUTHFUL
A1QF4Z4P6D3FO4,0.6666666667,0,0.3333333333,0.9090909091,1,6,TRUTHFUL
A3SPRSLV03DT6Y,0,0,1,1,0,6,TRUTHFUL
A2UWPFYTMPW6S5,0.4,0.2,0.4,1,1.5,5,TRUTHFUL
ATV4JE99Y1YEC,0,0.2,0.8,0.6666666667,0.6666666667,5,TRUTHFUL
A13XB9BFK2O5FZ,0,0,1,0,0.4,7,TRUTHFUL
A1Y7G99DYCTN3W,0.2857142857,0.2857142857,0.4285714286,0,2.5,7,FAKE
A2GWVMDW3YA6G0,0.1428571429,0,0.8571428571,0,6,7,FAKE
A1UFLB7YL70RVV,0.1666666667,0.3333333333,0.5,0.5,2,6,FAKE
A2R3EBL63KHUUZ,0,0,1,1,0,5,TRUTHFUL
A2YEZ8Z3BW2SKG,0,0.2307692308,0.7692307692,6.7880952381,0.0833333333,13,TRUTHFUL
AH6ZF6XYO1MKN,0.2,0,0.8,0,0.25,5,TRUTHFUL
A2P569CM75RRH0,0.0666666667,0,0.9333333333,2,2,15,TRUTHFUL
A3M04IJGN9JXMH,0,0.1428571429,0.8571428571,0,2.5,7,TRUTHFUL
A2UG220UJU5DO,0,0,1,11.8736211991,0.4166666667,17,TRUTHFUL
A250HGRZ6U4UO2,0,0,1,0.8,0.25,5,TRUTHFUL
A4UTVO4FJHVZI,0.2,0.4,0.4,3,0,5,TRUTHFUL
A3LKCF7Y9ZR5K7,0.2,0,0.8,1,1.5,5,TRUTHFUL
A3PYZ493962DGP,0.1666666667,0,0.8333333333,2.15,0.2,6,TRUTHFUL
A1W7Y3WRS82EBK,0.0588235294,0.2941176471,0.6470588235,3,2.4,17,TRUTHFUL
A6E160OXH3B51,0,0,1,0,4,5,FAKE
A1UYT6CUPXWS3R,0,0,1,1,0.1666666667,7,TRUTHFUL
A3PKPEB6W432PZ,0.2,0.2,0.6,1.9565217391,0.6666666667,5,TRUTHFUL
AYLLSFYS3UP1H,0,0.2,0.8,4.0583333333,0.4285714286,10,TRUTHFUL
A3NV56MCHL9YVV,0.3333333333,0.1666666667,0.5,0.6666666667,2,6,FAKE
A38C12950IM24P,0,0,1,9.3070175439,0.5789473684,30,TRUTHFUL
A2VR0GY0OCINKZ,0.2857142857,0,0.7142857143,0,2.5,7,FAKE
A3S0N3CJPUJ2HC,0.4,0,0.6,1.5,0,5,TRUTHFUL
A1KX13ZM3NHW6I,0.3333333333,0.1666666667,0.5,0,0.5,6,TRUTHFUL
ATCO3TSCE2GIC,0.1428571429,0.2857142857,0.5714285714,0,1.3333333333,7,TRUTHFUL
A14WOMCBLTBS0S,0,0,1,1,4,5,FAKE
AO1K2896WMQ11,0,0.1428571429,0.8571428571,0,1.3333333333,7,TRUTHFUL
A1HZLG7N2LYJSA,0,0.125,0.875,4.2802197802,0.1428571429,8,TRUTHFUL
A15TABNGK6L4N3,0,0,1,0,0.6666666667,5,TRUTHFUL
A1TV5XS12RFPJH,0,0,1,1.9166666667,0,5,TRUTHFUL
A33DDXS9NQTD0B,0,0.4,0.6,2.6156862745,0,5,TRUTHFUL
A2XBYG07YUHPV9,0,0,1,1,1.5,5,TRUTHFUL
A1IDAKX7OM3QIE,0.2857142857,0,0.7142857143,2.5205223881,0,7,TRUTHFUL
AF27YM78JY8TK,0,0.2,0.8,3.4166666667,0,5,TRUTHFUL
A2YF0NQ9KXHOQX,0.6666666667,0,0.3333333333,1.75,0.2,6,TRUTHFUL
A18FEBPBKK2ND3,0,0,1,0,9,10,FAKE
AABJP9IK73KTV,0,0,1,0,4,5,FAKE
A121Y18LAY5RUH,0,0.1428571429,0.8571428571,0,0.4,7,TRUTHFUL
A2BI4N88JL4OBL,0.125,0,0.875,0,0.6,8,TRUTHFUL
A198L8PJPFUMJ5,0,0.125,0.875,0,1,8,TRUTHFUL
A1N39INABPHEJ7,0.2222222222,0.3333333333,0.4444444444,0,0.8,9,TRUTHFUL
AAV48AQLGFEPZ,0.4285714286,0,0.5714285714,2,1.3333333333,7,TRUTHFUL
ALFJNW2ZDPCM,0,0,1,0,1.5,5,TRUTHFUL
A37UYRKMKIQYFB,0,0.2,0.8,1,0.6666666667,5,TRUTHFUL
A1T2R847LI1YIG,0,0.2857142857,0.7142857143,0,1.3333333333,7,TRUTHFUL
A393LGGUIP50EQ,0.2,0.2,0.6,0,1.5,5,TRUTHFUL
A2Z1S4H2FGHZG1,0,0,1,1,0,5,TRUTHFUL
A19MBYIJJP3REM,0.2,0,0.8,0.75,0.25,5,TRUTHFUL
A3HYFFRQD1KE36,0,0.1666666667,0.8333333333,1,0.2,6,TRUTHFUL
A2IOFUBWAGGDX3,0,0,1,2,0,5,TRUTHFUL
A4JDZF0DOIKFS,0.2,0,0.8,0.3333333333,1.5,5,TRUTHFUL
A3NXJZBRM7PK0F,0.8,0,0.2,1.5,0.25,5,TRUTHFUL
A2WSQJI49XRMOB,0,0,1,1,0,5,TRUTHFUL
A3A5XNAM3ZW7Z6,0,0,1,0.6923076923,0,5,TRUTHFUL
A39F3J59AAW5DE,0,0,1,1.75,0,5,TRUTHFUL
A26NSWOAKB86LM,0,0,1,1,0.4,7,TRUTHFUL
A23GIGS4VUZTM0,0,0.2,0.8,1,0.25,5,TRUTHFUL
A35TOWGG1F5CZM,0,0,1,1.5,0.6666666667,5,TRUTHFUL
A1VD4NW9WTLVGH,0,0,1,0.8,4,5,FAKE
A3HIUWKL4D853W,0,0.125,0.875,1,0.3333333333,8,TRUTHFUL
AWDVCVP2E24B4,0,0.1818181818,0.8181818182,2.6323529412,0.375,11,TRUTHFUL
A1CPRP3VFJRS1R,0.380952381,0.0476190476,0.5714285714,10.2760082831,0.1666666667,21,TRUTHFUL
A3BDPN2AKH7XOQ,0.2,0.2,0.6,1,0.6666666667,5,TRUTHFUL
AE38QKUOSNNSY,0,0,1,0.7142857143,0.6666666667,5,TRUTHFUL
A1PJ21JFEING7D,0.1428571429,0.1428571429,0.7142857143,1,0.75,7,TRUTHFUL
A2VSKUR61RYPYH,0,0,1,0.5,0.75,7,TRUTHFUL
A2LSS3CQGWOXYV,0,0.2,0.8,0,1.5,5,TRUTHFUL
A2TDJ0AWUXR16Q,0.4,0.4,0.2,0,0.25,5,TRUTHFUL
A2N5Q5RI0MN62N,0,0.4,0.6,0,0,5,TRUTHFUL
A2UQX5154CPXIZ,0,0.2,0.8,2,0.6666666667,5,TRUTHFUL
A330WA87Q307UE,0.1,0.2,0.7,0.5,1,10,TRUTHFUL
AXGU1QV70M0UL,0,0,1,1,5.5,13,FAKE
A3C9QDF1X4NBV0,0.7142857143,0,0.2857142857,1,0.4,7,TRUTHFUL
A3DIE9B9RV2Q0Z,0,0.1,0.9,0.3333333333,0.4285714286,10,TRUTHFUL
A2P7DIYEPSOJB0,0,0.0714285714,0.9285714286,0.8,1.3333333333,14,TRUTHFUL
A3LPIG8QZ11CLX,0.2,0,0.8,0.5,1.5,5,TRUTHFUL
A15FT1LE5BN6XA,0.1428571429,0.1428571429,0.7142857143,1,0.75,7,TRUTHFUL
A20GA5K9P8QBS6,0,0,1,0.5,1.5,5,TRUTHFUL
A1HRECPV2Q79BG,0.2857142857,0.2857142857,0.4285714286,1.5,0.1666666667,7,TRUTHFUL
A1OOF1K4R92UJM,0.2222222222,0.2222222222,0.5555555556,3,1.25,9,TRUTHFUL
AJJWL4W21PVVA,0.2,0.2,0.6,0,1.5,5,TRUTHFUL
A1MNTHAPZ12MLF,0,0,1,0,1,6,TRUTHFUL
A1FUVSOPHXLZF5,0.1428571429,0.1428571429,0.7142857143,3.6666666667,0.4,7,TRUTHFUL
A1IBKANWDYYFMV,0,0.8,0.2,0,0,5,TRUTHFUL
ASV0NXDM4FYT3,0,0,1,2.4166666667,2,12,TRUTHFUL
A14SHX81H8FGDO,0.1111111111,0,0.8888888889,2,1.25,9,TRUTHFUL
A3PDGWYC08DXF4,0,0,1,2.9217391304,0,5,TRUTHFUL
A1ADLC508DKK6I,0,0.1111111111,0.8888888889,1,0.2857142857,9,TRUTHFUL
AQ6AGWKWMTY8H,0.1428571429,0.1428571429,0.7142857143,0.8333333333,0,7,TRUTHFUL
A2W5S26XTAFD97,0,0,1,0.6666666667,0.25,5,TRUTHFUL
A1A46E7UE42NAC,0.25,0.125,0.625,0,7,8,FAKE
A5TKLXLIR9R8W,0.1428571429,0.2857142857,0.5714285714,0,6,7,FAKE
A2FXV7J7DYEK76,0,0.4,0.6,0,0.25,5,TRUTHFUL
A2UZD1O1E7IPCG,0.125,0.125,0.75,0.5,3,8,FAKE
A3C9XUQ3NDRML1,0,0,1,0,2,9,TRUTHFUL
AAGRFJKI8HASF,0,0.2,0.8,0,1.5,5,TRUTHFUL
AMY7J0SZG27Z2,0,0.1666666667,0.8333333333,1.75,0,6,TRUTHFUL
AMTGGVMO94SVQ,0.3333333333,0.5,0.1666666667,0,2,6,FAKE
A1B53RCYCGVXBA,0,0.1428571429,0.8571428571,1,0.1666666667,7,TRUTHFUL
A3CJPPFXD9TK8D,0.2857142857,0.1428571429,0.5714285714,1,0.75,7,TRUTHFUL
APRU373UYVK2Y,0.1666666667,0.5,0.3333333333,1.0909090909,0,6,TRUTHFUL
A3L9E0YI7C5G0W,0.1428571429,0,0.8571428571,1.5,0.75,14,TRUTHFUL
A2DO8B41AI21V1,0,0,1,1.4,1,6,TRUTHFUL
A17E8FKH09XAY2,0.25,0.25,0.5,0,7,8,FAKE
AMLS04IIMIO0F,0,0.2857142857,0.7142857143,0,0.75,7,TRUTHFUL
AQBNG63JXLUSG,0,0.2,0.8,0,1.5,5,TRUTHFUL
A1DCNMRBNSTN59,0.25,0,0.75,4.9,0,8,TRUTHFUL
ADZNLCXNYH3FN,0.4,0.2,0.4,2,1.5,5,TRUTHFUL
A3FUANDNY0PJB2,0,0,1,2.5,4,5,FAKE
A1G84SXKH9ERIY,0,0.1666666667,0.8333333333,1.6666666667,0.5,6,TRUTHFUL
A1QOPEPON78GPI,0,0,1,1,1,6,TRUTHFUL
A1MRRMHGV3PN5W,0.05,0.2,0.75,6.1071428571,0.1111111111,20,TRUTHFUL
A3PWPNZVMNX3PA,0.2,0,0.8,0.95,0,5,TRUTHFUL
A3QN1DHU09PHZ5,0.1666666667,0,0.8333333333,0,1,6,TRUTHFUL
A5U7OJUCRN1X3,0,0,1,2,0.25,5,TRUTHFUL
AUPCXT1LFJ77P,0.4,0,0.6,1.5,0.6666666667,5,TRUTHFUL
A2KQCE98LZ1ISG,0.2,0,0.8,1,0.6666666667,5,TRUTHFUL
A31HAO24RQ0Q1H,0.1818181818,0.0909090909,0.7272727273,1.6666666667,0.5714285714,11,TRUTHFUL
A2CG7WBW1QS0IB,0,0.1666666667,0.8333333333,0,2,6,TRUTHFUL
A2OAGPCQ39Z08T,0.1,0.2,0.7,2.5,0.25,10,TRUTHFUL
ABMLG8XYV5ICE,0.2,0.4,0.4,0.5,0.6666666667,5,TRUTHFUL
A2BXIIRN07VR2K,0,0,1,0.5,1.3333333333,7,TRUTHFUL
A10H52874HQ6HH,0,0,1,1,0.6666666667,5,TRUTHFUL
AI8EMB0HUC6Z5,0.125,0,0.875,3.3333333333,0,8,TRUTHFUL
A2V07RDZOWU26,0,0.1666666667,0.8333333333,0,2,6,TRUTHFUL
A23L0E9RHX9BO4,0.2,0,0.8,0,0.6666666667,5,TRUTHFUL
A1L04ZMUEYMAG7,0,0,1,0,0.6666666667,5,TRUTHFUL
A1NTHFUH47666E,0,0,1,0,0.6666666667,5,TRUTHFUL
A22B18GTN2DXMB,0.6,0.2,0.2,0,0,5,TRUTHFUL
A2B4GQO7RU9GAO,0.3333333333,0.3333333333,0.3333333333,1.1666666667,0,6,TRUTHFUL
A2A3S7O85B23EA,0.1111111111,0.1111111111,0.7777777778,2,2,9,TRUTHFUL
A3L5FJJQNE15AX,0,0.2,0.8,0.6666666667,0.6666666667,5,TRUTHFUL
A2WC9NFLG57W4H,0.1666666667,0,0.8333333333,2.1666666667,0.2,6,TRUTHFUL
A32UION5ZPO02T,0,0.1333333333,0.8666666667,0,0.1538461538,15,TRUTHFUL
A1ILGI7ABERRV8,0.1428571429,0.1428571429,0.7142857143,0,0.4,7,TRUTHFUL
A3CCWFQO56K69J,0.25,0.0833333333,0.6666666667,1.2666666667,2,12,TRUTHFUL
A2ZKB7JH31M697,0.1428571429,0.1428571429,0.7142857143,2.75,0.75,7,TRUTHFUL
A1LHCZMHB775JL,0.2857142857,0.2857142857,0.4285714286,0,0.1666666667,7,TRUTHFUL
A3JJW1YRQASYIE,0,0.4,0.6,0,1.5,5,TRUTHFUL
A3PHVY0OW1QW40,0,0.2,0.8,2,0,5,TRUTHFUL
A34AAAX9RZ1LVF,0,0.125,0.875,1.6666666667,3,8,FAKE
A2MD0DDF2ENIMA,0,0.1666666667,0.8333333333,0,0.5,6,TRUTHFUL
AJO2V8O9EU056,0.2222222222,0,0.7777777778,4.5188405797,0,9,TRUTHFUL
A311A59A96O3KB,0.1666666667,0,0.8333333333,1,1,6,TRUTHFUL
A1KKGK6XVOT6J8,0,0,1,1.6666666667,0.25,5,TRUTHFUL
A3N38KMSMYELWC,0.2,0.2,0.6,0.6,0.25,5,TRUTHFUL
A22F0G9ICZMUU6,0.2,0,0.8,0,1.5,5,TRUTHFUL
A2ZV87J3I223RY,0,0,1,0,0.6666666667,5,TRUTHFUL
A10JCH4QD28T7O,0.2,0,0.8,0.5,1.5,5,TRUTHFUL
ACPNA5348U2YT,0,0,1,1.6666666667,0.8,9,TRUTHFUL
AWPUVDKSOMAQF,0,0,1,0,2,6,TRUTHFUL
A1U5XB6PCIDLIK,0,0,1,1.75,0.2857142857,9,TRUTHFUL
A2YX875ZAQ35KR,0.4,0,0.6,0,0.6666666667,5,TRUTHFUL
A1S8E2JSVXHIPB,0.7142857143,0,0.2857142857,0.5,2.5,7,FAKE
A1HNXJGSSCKV4O,0.2,0,0.8,1,0.25,5,TRUTHFUL
A1SYY4LNUTU28U,0,0,1,1.6666666667,0.1666666667,7,TRUTHFUL
A30VYOQO8KQ5OT,0,0,1,0.5,0.5,6,TRUTHFUL
A1LAGS8H4A2DR7,0,0.5,0.5,2.7666666667,0,10,TRUTHFUL
A1LA4K5JF78BER,0,0.1428571429,0.8571428571,6.3571428571,0,7,TRUTHFUL
