reviewerID,negative,neutral,positive,helpfulness,burst,count
A26ITGHHBGJJ8G,0.0,0.0,1.0,0,4.0,5
A3L9F4I612XVEX,0.0,0.0,1.0,1.0,1.5,5
A2YDD9A0U77LYS,0.0,0.285714285714,0.714285714286,1.0,1.33333333333,7
AQZ64R6S3R1VF,0.0,0.0769230769231,0.923076923077,3.33333333333,0.181818181818,13
A34KAA7V803KJA,0.0,0.0,1.0,3.0,0.25,5
A2S05YVU3ROQN1,0.285714285714,0.285714285714,0.428571428571,4.50324675325,0.0,7
A3IHX99Z9OK2Y9,0.0,0.0,1.0,0,0.5,6
A1PZ248DRFLLWQ,0.0,0.166666666667,0.833333333333,3.0,0.5,6
A2XB8OL4T1OFY1,0.0,0.142857142857,0.857142857143,1.5,0.0,7
A1CCBLW6NH70ID,0.0,0.0,1.0,2.75,0.0,7
A2I4H965C16V7Q,0.0,0.0,1.0,1.0,0.666666666667,5
A1CW1IBKN777QB,0.0,0.0,1.0,1.0,0.4,7
A16Y620EZTE4RU,0.0,0.0,1.0,0,1.5,5
A1T1YSCDW0PD25,0.4,0.4,0.2,1.0,0.0,5
A2X22VSLT7FGBZ,0.0,0.0,1.0,0,1.0,6
A3PY3SLBAVLUBW,0.0,0.0,1.0,2.0,4.0,5
A23S20ZI041Q75,0.0,0.0,1.0,1.0,0.666666666667,5
A17ZMY7MXXWGWX,0.0,0.166666666667,0.833333333333,0,0.0,6
A1KB43BI085A48,0.0,0.0,1.0,1.0,0.5,6
A3LLE02CO1W5T1,0.0,0.0,1.0,4.83333333333,1.6,13
AZ1P0VITRUJSY,0.0909090909091,0.0,0.909090909091,2.4,0.833333333333,11
A3G5MOHY1U635N,0.0454545454545,0.136363636364,0.818181818182,8.33409090909,0.294117647059,22
A2ASP462CGXSMN,0.0,0.0,1.0,2.89285714286,0.2,6
A1DMR180CA6WDI,0.117647058824,0.0588235294118,0.823529411765,6.0,0.7,17
AMQZX0YJVNT75,0.0,0.142857142857,0.857142857143,4.0,0.4,7
A65VEN5RKAEA8,0.2,0.2,0.6,1.75,0.428571428571,10
AASEZCL3QANXO,0.0,0.142857142857,0.857142857143,2.66666666667,0.4,7
AU11R9QF65EH3,0.2,0.0,0.8,0,0.25,5
A2HJD2FLI9DNLA,0.4,0.2,0.4,2.75,1.5,5
A2SJ2SD6WIG56,0.0,0.0,1.0,0.916666666667,0.25,5
AZYBZEVISD0YX,0.0,0.111111111111,0.888888888889,2.5,0.8,9
A1EH2S92FHWZRP,0.192307692308,0.192307692308,0.615384615385,11.7166666667,0.0833333333333,26
A1L7H5MPBT4J3X,0.0,0.0,1.0,1.0,0.666666666667,5
A2IYTXOM5CVQWF,0.142857142857,0.285714285714,0.571428571429,3.48443223443,0.4,7
AL3G7RTXMGLDQ,0.0,0.2,0.8,1.66666666667,0.0,5
A3DGJMO6VPG6FJ,0.0,0.333333333333,0.666666666667,1.57142857143,0.125,9
A1FJY8P6K4FBEK,0.0,0.0,1.0,0,0.666666666667,5
AXM76I9V0451M,0.333333333333,0.166666666667,0.5,3.42577030812,0.0,6
A17BPFVLVV7F56,0.0,0.0,1.0,0,0.111111111111,10
AY4C4B0VOFHT,0.0,0.0,1.0,1.0,0.25,5
A1MW1D60L9LAK7,0.2,0.2,0.6,1.66666666667,0.25,5
A1Y3YM1XM3N71S,0.0,0.0,1.0,3.0,1.5,10
A37EOX62MILFNU,0.0,0.0,1.0,1.0,1.5,5
A3NHDLYNUIRXYP,0.0,0.0,1.0,1.0,2.0,15
A2K5WY6B9J0BL6,0.0,0.0,1.0,0.0,1.5,5
A3IF3N23NL7ZBR,0.142857142857,0.142857142857,0.714285714286,2.0,1.33333333333,7
A1DYW8V82CXMQX,0.0,0.166666666667,0.833333333333,0,5.0,6
A2Q6A2CYJERF5O,0.0,0.0,1.0,1.0,3.0,8
ABLNK7L13WKAY,0.0,0.0,1.0,0,1.33333333333,7
A3U8CM3MTMVHV1,0.0,0.0,1.0,5.875,0.5,6
AOZYCKYK02I6U,0.0,0.0,1.0,1.5,1.0,6
A55LS2HWPQB0Q,0.0,0.0,1.0,4.16666666667,0.0,6
ALA9EIJ7G1SCF,0.0,0.0,1.0,3.6,0.25,5
AX1NJKXIERL1X,0.0,0.166666666667,0.833333333333,3.0,0.2,6
A2DG8PH0DXDB3F,0.0,0.0,1.0,1.0,0.666666666667,5
A2XYGPVYQGYUV6,0.0,0.0,1.0,4.26666666667,0.333333333333,8
A3SC6MSQMZEZRN,0.2,0.2,0.6,1.5,0.666666666667,5
A1EEF3UC83LG0S,0.0,0.0,1.0,2.0,0.666666666667,5
A2CH61FZ4UCCG,0.0,0.2,0.8,2.0,0.666666666667,5
A16J83GL41X45W,0.0,0.4,0.6,2.0,4.0,5
A2MWR05ECJBLLH,0.0,0.25,0.75,3.25,1.66666666667,8
A1A14CF173OQJ4,0.333333333333,0.166666666667,0.5,0.5,0.2,6
A22GY8IOSBB9BG,0.0,0.0,1.0,3.0,0.5,6
A31BBRGKZKI3TQ,0.0,0.0,1.0,1.66666666667,2.33333333333,10
A347668YWJIIYP,0.0,0.166666666667,0.833333333333,2.0,0.2,6
A3FP9141P7DHT6,0.2,0.1,0.7,1.75,0.25,10
A2E1TI3CZUC4PU,0.0,0.2,0.8,1.5,0.0,10
A17LPLXKKEAK5H,0.0,0.0,1.0,2.95238095238,0.166666666667,7
A2Q3JAF2FM9O4S,0.0,0.375,0.625,1.0,0.6,8
A9Y5O2R4D6EH5,0.0,0.0,1.0,2.83333333333,0.0,6
A7KT2YB2Y8FN,0.0,0.0,1.0,1.0,1.5,5
A1440AKAF4IHBE,0.0,0.166666666667,0.833333333333,1.0,0.5,6
A19D5QX33M48NU,0.0,0.0,1.0,2.0,1.0,6
A370SIVO0PUQKO,0.0,0.0,1.0,0,4.0,5
A3E7KV7SUR28E0,0.0,0.4,0.6,0,0.0,5
AXT4VG2XDXGC4,0.0,0.2,0.8,1.5,0.0,5
A3NZOG1NRRM56A,0.0,0.6,0.4,0.0,1.5,5
AS5Y2CHTD31NC,0.166666666667,0.0,0.833333333333,3.5,1.0,6
A3GX7EVYDJZTWJ,0.2,0.0,0.8,2.05882352941,1.5,5
A2AEZQ3DGBBLPR,0.166666666667,0.0,0.833333333333,2.34545454545,0.0,6
A2WA8TDCTGUADI,0.2,0.2,0.6,2.0,0.666666666667,5
AQZRNUP4ACEAI,0.0,0.0,1.0,1.0,0.5,6
A3UF59YAUKN5M,0.333333333333,0.166666666667,0.5,1.5,0.2,6
A30XYS6AQ17DNK,0.0,0.0,1.0,1.0,0.666666666667,5
A3DPS0CHLOSU5N,0.0,0.0,1.0,2.0,0.666666666667,5
A2WUOZN2O3HEFK,0.166666666667,0.0,0.833333333333,1.85714285714,0.5,6
AGD5A1IG81SKC,0.0,0.2,0.8,0,4.0,5
A1DVHVNA739D69,0.0,0.0,1.0,2.0,2.0,6
A2SL5IW096Z2BL,0.125,0.0,0.875,3.75,3.0,8
A3ZYG4M0JMS92,0.0,0.0,1.0,0,1.5,5
A3OI181W103L8,0.0,0.111111111111,0.888888888889,0,1.25,9
ACS0V8WUICUC3,0.0,0.0,1.0,0.5,0.25,5
A17OSOO1PIUG7U,0.0,0.0,1.0,2.0,0.0,7
A2SZLNSI5KOQJT,0.125,0.25,0.625,3.96071428571,0.142857142857,8
A1IDWUYX4QXTUE,0.0,0.0,1.0,3.16666666667,0.0,9
A1OWRLSD7LTSQ9,0.0,0.2,0.8,1.0,0.666666666667,5
A1DIPVFBDL4W6R,0.0,0.0588235294118,0.941176470588,2.16666666667,0.545454545455,17
A3LLDALH9AFJJM,0.0,0.0,1.0,2.77674418605,0.0,5
A1BHSP8TPTH8Y5,0.0,0.4,0.6,1.5,0.0,5
A3E503HI1C3XSF,0.2,0.0,0.8,1.8,1.5,5
A2LSAHYDG4DL66,0.0,0.0,1.0,1.0,0.666666666667,5
A2Z28WCCXGPY2N,0.0,0.0,1.0,0,0.166666666667,7
A36MP37DITBU6F,0.0,0.0,1.0,1.0,0.0,6
A1S43HUIN3WJYJ,0.0,0.0,1.0,2.0,0.4,7
A379743JG9I677,0.0,0.0,1.0,0,0.666666666667,5
AUL2CD4MXGFA5,0.2,0.0,0.8,1.6380952381,0.25,5
A228B35PGJ9S8I,0.0,0.0,1.0,1.66666666667,1.66666666667,8
A3D1TZH619NKHN,0.0,0.166666666667,0.833333333333,1.0,0.2,6
A10AAULK3SQEK1,0.2,0.0,0.8,1.0,0.666666666667,5
A3GW8KCILR2E8L,0.0,0.142857142857,0.857142857143,0.5,0.4,7
A39KC1FTFJ6WE7,0.0,0.0,1.0,0,2.5,7
A2QKQGCSPCUN8,0.2,0.0,0.8,0,0.25,5
A2X82DESLUFS2L,0.0,0.0,1.0,1.3,0.666666666667,5
A9G6U28R53IVE,0.2,0.0,0.8,1.0,0.666666666667,5
A3JG2CYH7ZOT6W,0.166666666667,0.166666666667,0.666666666667,0,1.0,6
A16I1ZG3MBLZUW,0.0,0.0,1.0,1.0,0.5,6
A1HI4VM5Q4LUET,0.25,0.125,0.625,4.28571428571,0.142857142857,8
A36DFLISBU97Z4,0.2,0.0,0.8,1.0,0.666666666667,5
A3AVD6J42P43VH,0.0,0.0,1.0,2.0,0.75,7
AQN8KPJXSN99X,0.0,0.4,0.6,2.4,1.5,5
A292TRC6DX2GKK,0.0,0.0,1.0,3.0,0.25,5
ALL9XFM0Q1N4E,0.0,0.0,1.0,1.0,0.4,7
A1VEKMVQAU3D4I,0.142857142857,0.0,0.857142857143,0.666666666667,0.166666666667,7
AL9MGKBUHHRD,0.0,0.0,1.0,1.0,0.0,6
AJ3M8ZLT6W5CC,0.2,0.2,0.6,1.5,0.0,5
A3OE0VWUTSIPPE,0.0,0.0,1.0,0,0.666666666667,5
APZZK3DRG7J8K,0.0,0.0,1.0,1.0,0.25,5
AK3GVZMOZL8ZS,0.0,0.0,1.0,3.85170694285,0.25,5
A26L4QHFHX9GBG,0.0,0.0,1.0,0,0.666666666667,5
A19XT10D9TLMFB,0.0,0.2,0.8,1.0,4.0,5
A34N6WLX8TKVYO,0.166666666667,0.166666666667,0.666666666667,4.3,0.2,6
A2YEG62ZGRANV7,0.0,0.0714285714286,0.928571428571,8.86196581197,1.0,14
A3Q0HPS1OI9621,0.0,0.2,0.8,1.66666666667,1.5,5
A34ZS78ACD3D7Z,0.0,0.0,1.0,6.58178448943,0.142857142857,8
A2ZAS2K592TVFT,0.0,0.4,0.6,0,0.0,5
A3EUQ5G81AN9LN,0.0,0.0,1.0,0.75,0.125,9
A1CIBI697YK58A,0.166666666667,0.0,0.833333333333,5.02672672673,0.0,6
A3UG560XOF41BS,0.2,0.0,0.8,2.66666666667,0.25,5
A1H79QIIXALK3N,0.285714285714,0.142857142857,0.571428571429,0,0.75,7
A13YI9ZAZX3WN9,0.2,0.0,0.8,1.16666666667,1.5,5
A34GSN4VRDFU55,0.0,0.166666666667,0.833333333333,1.0,0.5,6
A7OG1Z5URP288,0.25,0.0,0.75,0,0.714285714286,12
A20IMJSRDY5PDA,0.2,0.0,0.8,0.0,4.0,5
A243Z7GBDU0DSO,0.0,0.125,0.875,2.0,3.0,8
A24SYO10RBABLT,0.0,0.142857142857,0.857142857143,1.0,0.0,7
A1KF61HK8BM4D2,0.428571428571,0.285714285714,0.285714285714,0,1.33333333333,7
A2NDMKZIM7FOOB,0.181818181818,0.0909090909091,0.727272727273,4.07142857143,0.1,11
A1I5VD8VS07MTX,0.0,0.2,0.8,2.66666666667,0.666666666667,5
A31AC72FDBBEY1,0.0,0.0,1.0,0,1.66666666667,8
A6VPIOPMDJ8H7,0.0,0.0,1.0,2.0,0.25,5
A2G0FAZ9WEAPGW,0.0,0.0,1.0,0,1.0,6
A1RWYL38IEZX54,0.0,0.166666666667,0.833333333333,1.33333333333,0.0,6
A3W06YJC2YACTH,0.0,0.0,1.0,5.5,1.0,8
A19KCOF4R7UB4U,0.0,0.0,1.0,1.5,0.666666666667,5
ANUCUDKICEW1N,0.0,0.333333333333,0.666666666667,0,2.0,6
A2EMKC5VI5MZXB,0.04,0.04,0.92,5.85714285714,0.666666666667,25
A2CSE0O1AJWUU5,0.2,0.2,0.6,1.94444444444,0.666666666667,5
A2UAT3A0KEON7L,0.0,0.0,1.0,2.83333333333,3.33333333333,13
AEWT1HWANBIJO,0.333333333333,0.166666666667,0.5,2.05,2.0,6
A2RJSQRTO871CZ,0.0,0.0,1.0,1.0,7.0,8
A6A54D6XP3QQ9,0.0,0.0,1.0,3.0,0.111111111111,10
AUH8F5B6MSQR1,0.0,0.0,1.0,1.66666666667,0.25,5
A1RKGC5CRTFPI1,0.0,0.142857142857,0.857142857143,3.0,6.0,7
A2E6AHFDJ3JBAZ,0.0,0.111111111111,0.888888888889,1.69230769231,0.5,9
A2H4KPQWVVTV1L,0.0,0.0,1.0,1.0,0.4,7
A1Y5V9G94Y55ZS,0.0,0.0,1.0,2.66666666667,4.0,5
A1ZZ78NNJ66430,0.0,0.0,1.0,1.0,1.5,5
A2IDRC0KFN4QQL,0.0,0.0,1.0,2.0,0.5,6
A3SHO7YTB2JSMS,0.0,0.0,1.0,0,4.0,5
A2IULGC7JZ0AQ3,0.0,0.0,1.0,1.57142857143,0.25,5
A2QBWMXB5OONPI,0.2,0.0,0.8,0,0.0,5
AKFE675S7CNT8,0.0,0.0,1.0,1.0,0.0,6
AS6ICSVRO68GD,0.0,0.0,1.0,1.0,0.5,6
A2TVK0MRET9GPS,0.2,0.0,0.8,2.0,0.0,5
A1Z7PH9LKWUUQ,0.142857142857,0.142857142857,0.714285714286,1.85714285714,0.75,7
A30L3MT5R27336,0.0,0.0,1.0,2.0,0.2,6
A35AWBVIASIT9O,0.0,0.0,1.0,0,1.5,5
A3U28BLG5J34T2,0.0,0.0,1.0,1.0,0.0,5
A1NVH85N0ASOZB,0.0,0.0,1.0,1.0,4.0,10
ALJ5J8ZSK8F11,0.0,0.0,1.0,1.0,3.5,9
AP8D74QD9LUUL,0.0,0.0,1.0,3.08333333333,0.0,6
A2YZ9XYWX9NQEW,0.0,0.0,1.0,2.66666666667,0.25,5
A2ZDSZY9EPNZ55,0.0,0.0,1.0,1.0,0.25,5
A390Y4PZY8XTYL,0.166666666667,0.166666666667,0.666666666667,0.5,0.2,6
A2NXE4YRAUXSF7,0.0,0.0,1.0,2.0,1.0,6
A2D5YN7SUDG1QS,0.0,0.0,1.0,1.0,0.5,6
A2YCP888KVAQYY,0.0,0.0,1.0,0,0.25,5
A14I1F2H7NOYDC,0.0,0.0588235294118,0.941176470588,3.6,3.25,17
A20RUEP68PKFZ3,0.0,0.4,0.6,0,4.0,5
A3K17DII6CDCG9,0.0,0.0,1.0,1.0,0.666666666667,5
A2I2P92GUL5DDC,0.142857142857,0.0,0.857142857143,2.5,0.0,7
AMZIKEI8XB73A,0.0,0.0,1.0,1.0,1.33333333333,7
A15019JS20W454,0.142857142857,0.0,0.857142857143,1.71428571429,1.33333333333,7
A4ONPTKOHKXPB,0.0,0.111111111111,0.888888888889,1.0,1.25,9
A22MANL4US4RMY,0.0,0.0909090909091,0.909090909091,7.01666666667,0.375,11
A3NZQVGB1RYMOR,0.2,0.0,0.8,1.5,0.25,5
A27A3VQITXJ4LB,0.714285714286,0.0,0.285714285714,2.51470588235,0.0,7
AJWL2XGXUDN4P,0.0,0.0,1.0,0,1.5,5
A2SMYP9F3LH5OE,0.0,0.2,0.8,1.0,0.25,5
AHCL2WVP0FIY9,0.142857142857,0.0,0.857142857143,2.0,0.166666666667,7
A3EN2AV22EWE43,0.0,0.2,0.8,0,0.666666666667,5
ALPR12S8RGF1Z,0.0,0.0,1.0,1.0,0.2,6
A254EBBW0W3SOW,0.0,0.0,1.0,2.85714285714,1.0,10
A1OOWASKH0C7SI,0.0,0.0,1.0,0,1.5,5
A1SV7ACF6344RC,0.0,0.4,0.6,0,4.0,5
A3NFLKMVYLOZTC,0.0,0.0,1.0,1.0,0.5,6
A11YHS3A7LJEDW,0.0,0.0,1.0,6.0,1.25,9
A26CPEMD4T2EU1,0.0,0.0,1.0,2.8,0.25,5
A3V15SFD7918WZ,0.0,0.6,0.4,1.5,0.25,5
A2BJHH0BNHMOGO,0.0,0.0,1.0,2.5,0.4,7
AMMH7H9U83VQQ,0.0,0.2,0.8,0.75,1.5,5
A20J9UEYG47LZL,0.166666666667,0.0,0.833333333333,2.66666666667,0.2,6
A31GN7SJODU6IN,0.2,0.0,0.8,2.0,0.0,5
A2XX2A4OJCDNLZ,0.0,0.0,1.0,6.0,0.625,13
A2YGDD6LURYTH5,0.0,0.125,0.875,4.71428571429,0.0,8
AHO778SESXP7T,0.0,0.0,1.0,1.0,4.0,5
A3OMXO2ANHIQH4,0.2,0.0,0.8,4.38095238095,0.666666666667,10
A14NIA30HFV68D,0.0,0.2,0.8,2.31205673759,0.25,5
A1Y0R6C487JDXO,0.0,0.0,1.0,0,0.666666666667,5
A21K4V2MW6U8S1,0.0,0.2,0.8,1.5,1.5,5
A30GS4I98P73FM,0.2,0.0,0.8,1.0,0.25,5
A29FSPKT2L66SP,0.2,0.2,0.6,1.0,1.5,5
A3082YVFU7KD1K,0.0,0.0,1.0,4.0,0.333333333333,8
A3DO6YJ87GYC3G,0.0,0.0,1.0,1.0,2.0,6
A2CYY89WPXX68H,0.0,0.0,1.0,1.0,1.5,5
A1EVV74UQYVKRY,0.0,0.111111111111,0.888888888889,3.92857142857,0.125,9
A39DHA05J4C336,0.0,0.166666666667,0.833333333333,1.8,0.5,6
A2XZBT4TOEBUGN,0.2,0.0,0.8,1.33333333333,0.666666666667,5
AFNG8O2DXRCUV,0.111111111111,0.111111111111,0.777777777778,4.65277777778,0.5,9
A3HOXLX04H8VDZ,0.0,0.0909090909091,0.909090909091,3.83333333333,1.2,11
AR7CESR484YEP,0.2,0.2,0.6,1.0,4.0,5
AHPV4F8IVSC39,0.0,0.0,1.0,0.636363636364,0.0,5
A2YEZ8Z3BW2SKG,0.0,0.166666666667,0.833333333333,0,0.2,6
ANWCUYW8T13KO,0.0,0.2,0.8,0.866666666667,0.0,5
A2PO4RRGNWDLH5,0.0,0.0,1.0,0,5.0,6
A1Q9RSZCYLFXDY,0.0,0.0,1.0,1.5,0.2,6
A1OC7W5RMLZNNH,0.0,0.166666666667,0.833333333333,2.0,1.0,6
A12DC88DBRWVFM,0.0,0.0,1.0,2.5,1.33333333333,7
ACJR0K8TMZSJ6,0.0,0.0,1.0,3.0,5.0,6
A1N5P0DFOKEXIY,0.333333333333,0.0,0.666666666667,3.0,2.0,6
A2PQJRBRH1IVB4,0.0,0.0,1.0,2.0,0.6,8
AUS4IZFUU78TK,0.0,0.2,0.8,0,1.5,5
A2IFKH3TJ10387,0.0,0.2,0.8,2.5,0.25,5
A2DIB6OLG6HLU0,0.0,0.0,1.0,0.75,4.0,5
A11VLLTEZX2L0V,0.0,0.166666666667,0.833333333333,3.66666666667,0.0,6
A1X3ESYZ79H59E,0.0,0.0,1.0,0.333333333333,0.0,5
A2O8LMXTUV715H,0.0,0.0,1.0,1.0,5.0,6
A2JONE9ZKYI08U,0.0,0.111111111111,0.888888888889,1.0,0.8,9
A1A2F1ZOWOPNJB,0.0,0.2,0.8,1.0,0.666666666667,5
AGLJ6YAG9IURW,0.0,0.0,1.0,2.0,2.0,6
A1YP4K0B578K6F,0.0,0.0,1.0,3.0,0.666666666667,5
ATCMNVR67PKFQ,0.125,0.0,0.875,4.94444444444,0.6,8
A1WLHNY7RNKEJL,0.0,0.0,1.0,0,4.0,5
A3K11986WTDE45,0.0,0.2,0.8,3.0,1.5,5
AYYZH8KL2Y6D3,0.0,0.0,1.0,2.0,2.5,7
A2CHEBHJ7G17CN,0.1,0.2,0.7,5.2,1.0,10
A3MMO1UVNM7D0H,0.4,0.0,0.6,2.32777777778,0.666666666667,5
A3BYQVLXL4I2FV,0.166666666667,0.166666666667,0.666666666667,0.833333333333,0.2,6
A2G7YC89EHUP2G,0.0,0.4,0.6,1.33333333333,1.5,5
A17AH2O639G6D0,0.0,0.0,1.0,1.33333333333,0.666666666667,5
ATXS5PY1QV2UO,0.0,0.0,1.0,2.5,0.25,5
A3TA1UJWRJF9NC,0.0,0.0,1.0,7.66666666667,0.5,9
A2LB3D2TGD32P6,0.0,0.0,1.0,0,0.5,6
A2D5UR2N8TYK17,0.0,0.142857142857,0.857142857143,2.0,0.75,7
AZB9A8U06Y8JY,0.0909090909091,0.181818181818,0.727272727273,2.0,2.66666666667,11
ATZVGP985LF5B,0.0909090909091,0.0,0.909090909091,4.0,0.571428571429,11
A1E5I7Z7Y7HY76,0.0,0.0,1.0,0,5.0,6
A1Z7YALXLWKSSP,0.0,0.2,0.8,1.0,1.5,5
A1RWF3C3L1UOJM,0.0,0.0,1.0,3.75,0.5,6
A29U1TH833PWNH,0.0,0.0,1.0,2.0,0.25,5
A7AKTQ226L8UZ,0.0,0.111111111111,0.888888888889,4.07727272727,0.8,9
A1WSQB10LNF8WV,0.0,0.0,1.0,3.95,0.666666666667,5
A3MQAQT8C6D1I7,0.0,0.166666666667,0.833333333333,3.67180735931,0.0,6
A2RNYW2HIQBGSM,0.0,0.0,1.0,2.21428571429,0.833333333333,11
A9ELHLPXF7JKD,0.0,0.0,1.0,3.72307692308,0.0,7
A2DGK02WHF3VVA,0.0,0.0,1.0,0.25,0.125,9
AOTQ8X89WW6KO,0.0,0.0,1.0,0,1.5,5
A3VTOLNB5N6FVP,0.0,0.125,0.875,3.975,0.0,8
A2UCDLO7V7DG6,0.0,0.0,1.0,2.61165413534,0.0,5
A1QOIHVQC5XWCJ,0.0,0.2,0.8,4.47142857143,0.0,5
A1JVOV54H4ZVFC,0.0,0.0,1.0,3.35,0.6,16
ACRGQ9FZZOHZL,0.0,0.0,1.0,1.0,1.66666666667,8
A7FETU1L355TM,0.0,0.0,1.0,2.0,1.33333333333,7
A2C5AFJ50H9GV4,0.0,0.111111111111,0.888888888889,0,0.5,9
A26IKBWCSJ2Y9K,0.166666666667,0.0,0.833333333333,2.93333333333,0.0,6
A1NT1O1M6RNMLY,0.0,0.4,0.6,0,0.25,5
A13M0MW2NM4B6R,0.0,0.285714285714,0.714285714286,2.0,2.5,7
A32ZS0T9V124SL,0.0,0.0,1.0,2.0,1.0,6
AC6Z7DP1Z5GHD,0.375,0.0,0.625,0,1.66666666667,8
A17YNL1FBBH5B5,0.2,0.2,0.6,2.8,1.5,5
A23FRR1X1VVPZD,0.0,0.166666666667,0.833333333333,0,1.0,6
A2K6ZD7HQ2OGWM,0.0,0.2,0.8,1.46428571429,0.666666666667,5
A1ZU55TM45Y2R8,0.125,0.125,0.75,1.47419354839,0.0,8
A3S3VSXEFXBMRC,0.2,0.2,0.6,0,1.5,5
A1F7YU6O5RU432,0.0,0.0,1.0,0,0.2,6
A7DQ9CRT8VK9G,0.0,0.2,0.8,2.41666666667,0.666666666667,5
A29BEY0JPNHN7U,0.333333333333,0.0,0.666666666667,2.75,0.5,6
A2SUCKG38D9RSD,0.0,0.0,1.0,0.0,2.0,6
A3CZNNTEY657TE,0.142857142857,0.0,0.857142857143,2.0,0.166666666667,7
AD1LR1Q2C73S3,0.0,0.0,1.0,0,0.25,5
A2NSCHJNZAAT28,0.142857142857,0.142857142857,0.714285714286,3.5,0.166666666667,7
A3PUJSAHWHZTOH,0.0,0.0,1.0,3.16666666667,7.0,8
A1MEJ80JTZQCQA,0.0,0.0,1.0,3.0,0.0,6
A2QMPB2I0Z5K6W,0.0,0.0,1.0,2.0,0.666666666667,5
A1XDRSGSV56YQ0,0.333333333333,0.333333333333,0.333333333333,2.43541666667,0.0,6
A314KKDIJWCNMV,0.0,0.0,1.0,1.0,0.2,6
A3HIUWKL4D853W,0.2,0.0,0.8,1.0,0.666666666667,5
A3JQOM1SI12DH7,0.333333333333,0.0,0.666666666667,1.0,2.0,6
A3H3KQLUND2L3K,0.0,0.0,1.0,1.0,2.0,6
A3UH4LDZQNCQ1F,0.4,0.2,0.4,2.66666666667,1.5,5
A1TEBSNK5A9XX9,0.166666666667,0.333333333333,0.5,1.0,0.0,6
A130TXFUMTSTRE,0.125,0.125,0.75,1.0,1.66666666667,8
A3A4ZAIBQWKOZS,0.0,0.2,0.8,2.0,0.0,5
A3DLZW0LPYGIW6,0.0909090909091,0.0,0.909090909091,3.5,1.75,11
A2UNI5F2K6TFQH,0.0,0.0,1.0,2.0,0.666666666667,5
AIPY9QIUPKZJ9,0.0,0.0,1.0,3.33333333333,0.142857142857,8
A2Z8E86KKRWCEO,0.0,0.1875,0.8125,6.1,0.777777777778,16
A26504PYUT2Y4J,0.0,0.0,1.0,1.0,0.0,5
A12JRUHLRWNKYI,0.0,0.0,1.0,1.0,0.5,6
A2EM4AZL4SQU4R,0.0,0.0,1.0,1.0,0.25,5
A23NQLJ2DEOJCJ,0.166666666667,0.166666666667,0.666666666667,0,5.0,6
A213A8FRQSO84Y,0.0,0.0,1.0,2.3,1.5,5
A3VYY2O3YMC1BP,0.0,0.0,1.0,1.66666666667,0.5,6
A2AH54MU19DB1,0.166666666667,0.166666666667,0.666666666667,0.833333333333,0.0,6
ASU90XOGDC02M,0.0,0.2,0.8,1.0,0.666666666667,5
A16I7TH03ZUMDG,0.2,0.0,0.8,2.0,0.0,5
A3GU1MRGAM15Z2,0.0,0.222222222222,0.777777777778,0.5,8.0,9
A2QGC6016Q9Z4Q,0.166666666667,0.0,0.833333333333,0,5.0,6
A1PP27HMMLSUY8,0.0,0.0,1.0,1.0,0.5,6
A3APBEIXAEHPP7,0.0,0.2,0.8,2.0,0.25,5
A1VRG6CDWE7VJT,0.2,0.2,0.6,1.0,0.0,5
A9V1CCMYQF82Z,0.0,0.0,1.0,0,4.0,5
A3U4BI1WS7N2E,0.0,0.4,0.6,1.0,0.666666666667,5
